,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
67837,67837,6V0yMpkJXzwCWBbmFmgDPZ,Nacho;Yandel;Zion;Justin Quiles;Elkeretumba,Verano en Junio,La Buena - Remix,0,220386,False,0.756,0.93,2,-2.815,1,0.0937,0.0287,6.9e-05,0.116,0.514,98.978,4,latin
38051,38051,41o2ydrj7Xm9Yt5odIBqq4,Jakob,Velvet Light,Velvet Light,66,141587,False,0.67,0.419,6,-10.523,0,0.0751,0.75,0.135,0.0976,0.513,77.919,4,garage
84097,84097,6PjE8V6NzXRAJq1PvxQOVQ,The Beach Boys,Best Christmas Playlist Ever 2022,The Man With All The Toys - Mono Version,0,95147,False,0.748,0.378,6,-10.803,1,0.0524,0.379,0.0,0.0781,0.433,138.4,4,psych-rock
56783,56783,2Wc2tcQl7cPetPKeXH3GD3,Zella Day,Kicker,East of Eden,67,186213,False,0.598,0.803,1,-3.203,0,0.0349,0.0355,9.66e-05,0.107,0.567,122.889,4,indie-pop
47223,47223,4qFgFSv8kYaM9zE2W5uPGX,Guns N' Roses,Double Talkin' Jive / You Could Be Mine,"Double Talkin' Jive - Live In Las Vegas, Thomas & Mack Center - January 25, 1992",0,520000,True,0.293,0.902,11,-6.538,1,0.0564,0.000566,0.712,0.446,0.278,104.193,4,hard-rock
27862,27862,4cyUMy5G8aiwZgtWmSIx5T,Loadstar,Native / Once Again,Native,16,252590,False,0.516,0.941,10,-2.954,0,0.0374,0.00716,0.00811,0.146,0.18,86.997,4,drum-and-bass
36518,36518,4xtKL2P4DIQAdxG5B8kx2i,Sopico,Nuages/Orages,Dans les yeux,34,214880,False,0.686,0.399,8,-13.257,1,0.0742,0.868,0.000334,0.0995,0.507,134.143,4,french
26115,26115,6zMa6pq3Te0F9YrEocvgpW,Emma Watson,Beauty and the Beast (Original Motion Picture Soundtrack/Deluxe Edition),How Does A Moment Last Forever (Montmartre),55,115502,False,0.224,0.118,10,-18.663,1,0.0361,0.915,0.000224,0.3,0.0746,94.705,5,disney
93811,93811,5sVDV6amXLSNsQINI81KKN,Alexander Vertinsky,Velikie ispolniteli Rossii XX veka: Aleksandr Vertinskiy,Snezhnaja kolybel'naja,2,171630,False,0.34,0.362,2,-13.495,0,0.192,0.968,0.0,0.175,0.133,79.157,3,romance
104654,104654,1lOg0JML9h0nhHZsyPAirQ,Cecilia Krull,"Grândola Vila Morena (Music from The Netflix Series ""La Casa de Papel"")",Grândola Vila Morena (War Version),35,207692,False,0.508,0.436,10,-8.06,1,0.0276,0.58,1.51e-05,0.109,0.652,77.955,4,spanish
11224,11224,13CgWZWZ0duVzOrGZTcnKq,Tom Rosenthal;Fenne Lily,Z-Sides,Have We Met Before?,55,159040,False,0.491,0.121,8,-19.363,1,0.0351,0.948,0.00716,0.113,0.251,140.237,3,british
58339,58339,2xacoroqedIIZ3guwX0RNj,Wednesday 13,Transylvania 90210,The Ghost of Vincent Price,27,308026,False,0.384,0.974,0,-2.901,1,0.0612,3.83e-06,0.789,0.0673,0.288,97.758,4,industrial
50699,50699,3MUZjkSKD8GB73D3VUW09c,Ricardo Iorio;Cianciarulo,Peso Argento,Para Pocos de los Muchos,21,227133,False,0.491,0.875,0,-6.203,1,0.0455,0.000325,0.000381,0.0657,0.793,96.397,4,heavy-metal
64571,64571,0F5GuukYSgfX6ALuyrCgMH,Jamie Cullum,Holidays Are Coming,It's Christmas,0,194706,False,0.598,0.447,8,-7.932,1,0.0404,0.224,0.0,0.0704,0.365,123.855,4,jazz
39703,39703,5n44Y1e8exufbm9mmAvopf,Ramin Djawadi,Game Of Thrones (Music From The HBO Series),"Goodbye Brother - From The ""Game Of Thrones"" Soundtrack",57,187280,False,0.17,0.0234,3,-28.042,1,0.0452,0.714,0.891,0.118,0.0326,127.138,4,german
39690,39690,7oNCaktD0r07nQMBCQy7gM,Montez,Starlight Express,Keine Antwort,39,140338,False,0.66,0.621,7,-7.984,0,0.26,0.422,0.0,0.115,0.574,173.872,4,german
10697,10697,7eYpoEANRP5zhewMMRGMLc,Freestylers,Raw As F**k,Too Far,11,437106,False,0.516,0.857,0,-5.311,0,0.0322,0.0207,0.0886,0.35,0.37,134.995,4,breakbeat
27739,27739,5xyYIjAjgLrNBpcvK8EVBg,Drumsound & Bassline Smith,Wardance (Stream Version),Wardance,16,170062,False,0.521,0.932,9,-3.501,0,0.0978,0.00226,0.763,0.208,0.0396,173.946,4,drum-and-bass
27415,27415,5TtmtyIa5OZdGb5SVdP4v6,Blame,Soulfood,Fifth Sun,18,222500,False,0.659,0.687,0,-7.215,1,0.0394,0.0149,0.651,0.041,0.51,101.021,4,drum-and-bass
17919,17919,5OwEDYM68SK0A5o1nz94sM,Eartheater,Fontanel,Fontanel,17,220246,False,0.601,0.878,9,-7.758,0,0.0937,0.0379,0.0428,0.593,0.209,120.017,4,club
63191,63191,3IKUuAJghlmAkjBKbXaGjS,175R,175R BEST 「ANNIVERSARY 1998-2018」,ハッピーライフ,39,209000,False,0.498,0.978,8,-2.908,1,0.116,1.41e-05,1.8e-06,0.141,0.359,132.949,4,j-rock
83111,83111,6IQCmIGaOxzjNNcwScETVD,Marshmello;Anne-Marie,Speak Your Mind (Deluxe),FRIENDS,51,202620,True,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,4,progressive-house
6127,6127,1u2kXFKLaZu0VEpwBy3oQO,Therion,Leviathan,Aži Dahāka,23,186635,False,0.359,0.87,9,-11.567,0,0.0641,0.000486,0.00031,0.103,0.264,186.046,4,black-metal
9997,9997,0VYLCqCYrLo2aZ1mcdVDjH,Planet Hemp,Usuário,"Não Compre, Plante!",42,251493,False,0.652,0.78,0,-8.433,1,0.0507,0.0195,0.0334,0.186,0.656,112.68,4,brazil
66961,66961,6OpobFJ7V6goNvcKuZ3XRA,Jack Hartmann,Number Songs,Skip Count by 3's,8,123040,False,0.892,0.748,4,-6.347,1,0.122,0.0558,2.78e-06,0.0994,0.891,116.037,4,kids
100093,100093,6n1vYUIisGSlawZTVgy2Po,Biquini Cavadão,Me Leve Sem Destino (Ao Vivo),Quando Eu Te Encontrar - Ao Vivo,44,213533,False,0.52,0.933,6,-5.2,1,0.0357,0.0159,0.0195,0.397,0.536,99.998,4,ska
94902,94902,0WeFvEY2QEjcKVd8ymli4i,50landing,growing pains,heal,46,284101,False,0.465,0.289,0,-12.235,1,0.0563,0.69,0.000213,0.187,0.16,83.299,4,sad
69292,69292,1uTrcXusauubnuPuosIR9D,Sujatha;Shyam Dharman,Kana Kanmani (Original Motion Picture Soundtrack),Muthe Muthe - Duet Version,33,328213,False,0.576,0.528,4,-6.669,1,0.0287,0.415,0.0,0.225,0.469,125.995,3,malay
3033,3033,3omnDqXnlC4awZfUrGQSDN,The Killers;Toni Halliday,Alternative Christmas 2022,A Great Big Sled,0,262586,False,0.532,0.872,0,-3.869,1,0.0636,0.00223,0.0,0.283,0.299,127.959,4,alternative
28964,28964,2qS7S9ramy7bLIiM71eXVX,MitiS;RØRY,Lost,Try (feat. RØRY),43,252727,False,0.493,0.589,4,-6.015,1,0.0334,0.263,0.0,0.196,0.136,132.075,4,dub
37638,37638,4BlanWzCPtPDniBMEZG72v,Mc Kelvinho;MC Menor da VG;Mc Ruzika;Dj Nene,Obrigado Meu Deus,Obrigado Meu Deus,45,284137,False,0.707,0.406,8,-10.18,0,0.268,0.0633,0.0,0.0981,0.509,173.92,4,funk
35075,35075,3aGoCk2EBYketZw0ccbsAX,Vitinho Imperador;Brisa Star,Piseiro com Balada,Piseiro com Balada,49,212432,False,0.758,0.924,2,-3.724,1,0.0346,0.176,2.23e-05,0.0719,0.912,148.033,4,forro
49845,49845,3NHKBTcJfWswFEP48IoPTO,Delete,Alpha Omega,Execution,20,144129,True,0.706,0.995,11,-2.563,0,0.323,0.29,0.0107,0.09,0.119,155.085,4,hardstyle
71396,71396,6OsUmsYsq6FxzWdG6Wr89X,White Zombie,Halloween Spooky Party 2022,More Human Than Human,0,269693,True,0.659,0.961,6,-5.568,1,0.0829,0.000425,0.423,0.105,0.537,101.368,4,metal
29358,29358,4wHIGHz0UTHPVFSMoVVmcI,Dubscribe,Space Cat,Space Cat,38,204800,False,0.387,0.961,1,-1.603,1,0.353,0.0143,0.287,0.442,0.153,75.032,4,dubstep
93973,93973,3buvXBYDRzc3HHJLqmAviS,Sergei Lemeshev,"Russkie narodnye pesni, Ch. 1",Metelitsa,0,156922,False,0.369,0.352,0,-10.308,1,0.0413,0.956,0.0,0.383,0.395,101.006,3,romance
3888,3888,43zjzzrWWXSACEH6rhj9x5,Holly Humberstone,Autumn Vibe,The Walls Are Way Too Thin,0,220840,True,0.763,0.599,6,-6.194,1,0.12,0.519,1.08e-06,0.148,0.614,122.802,4,alternative
65088,65088,21hB8x6QTEsTfIDENPcyXm,BLACKPINK,BORN PINK,The Happiest Girl,78,222025,False,0.439,0.352,0,-9.632,1,0.057,0.587,0.0,0.14,0.548,181.517,3,k-pop
1803,1803,5outtQyJ8AQxd4ykOyu8XV,Louis Pascal,Life of Grace,Life of Grace,34,205973,False,0.59,0.491,0,-9.304,0,0.233,0.0128,4.71e-05,0.143,0.253,193.616,4,afrobeat
5261,5261,1xc9r9pgQ3CG7iViKPf0cQ,SPYAIR,BEST,イマジネーション,57,179133,False,0.481,0.938,1,-2.967,1,0.0593,0.00239,2.53e-05,0.118,0.589,101.922,4,anime
38192,38192,6HVJF4FWIL3LZyoUGyaWi6,Old Mervs,Honey,Honey,36,240554,False,0.428,0.819,1,-5.252,1,0.0435,0.00165,3.09e-05,0.122,0.586,118.752,4,garage
67864,67864,4u4EnZpoThBaxVRLMHyVOA,Ozuna,OzuTochi,Cielos Rosado,58,182840,False,0.86,0.72,6,-6.191,0,0.0454,0.0234,0.168,0.377,0.23,120.0,4,latin
68888,68888,06aqptFP9n0y4pPTQOEWKr,Vuelta Canela,Juegos Canelos,Una Nube,41,157219,False,0.705,0.0715,0,-23.231,1,0.642,0.794,0.0,0.777,0.713,115.326,4,latino
75235,75235,2kdJAbzcLT7XEQ0QeZERIB,Queen Latifah;Monie Love,Ladies First,Ladies First - Radio Edit,29,229896,False,0.833,0.72,11,-13.455,1,0.218,0.0554,0.0,0.339,0.759,108.141,4,new-age
24711,24711,0JI6y69g0wekEfZ8WYyNVk,Aux 88,Electro Slaves,If Am Was Fm,5,342240,False,0.796,0.912,8,-7.217,1,0.0779,0.0037,0.654,0.0865,0.349,125.003,4,detroit-techno
83547,83547,4kHMIktiFnafGWwXcm5F6k,John De Sohn;Rasmus Hagen,Without You,Without You,59,182613,False,0.643,0.745,5,-5.554,0,0.0619,0.0449,0.0,0.0916,0.461,124.968,4,progressive-house
47242,47242,2MzlgCHg6QlImyLeT38B5A,Billy Squier,Christmas Playlist 2022,"Christmas Is The Time To Say ""I Love You""",0,174780,False,0.505,0.687,1,-11.207,1,0.0462,0.234,0.0,0.874,0.72,104.315,4,hard-rock
88755,88755,1XlpaijGmAY0pWe16oucrC,J Balvin;Pitbull;Camila Cabello,Hey Ma (with J Balvin & Pitbull feat. Camila Cabello),Hey Ma (with J Balvin & Pitbull feat. Camila Cabello),47,195040,False,0.713,0.952,7,-2.959,1,0.108,0.0203,2.51e-06,0.117,0.571,105.981,4,reggae
1704,1704,0oBjCx63OwKT7anxNGO48A,Limoblaze;Ada Ehi,God's Favourite Baby,Good God,37,215733,False,0.285,0.513,0,-7.324,1,0.0545,0.656,0.0,0.127,0.221,82.303,4,afrobeat
111237,111237,0Ny30hfcHPaVkCBH4lsKhf,Wax Tailor,Tales of the Forgotten Melodies,Ungodly Fruit,53,180333,False,0.641,0.695,4,-4.572,0,0.0397,0.0798,0.632,0.185,0.724,169.985,4,trip-hop
104753,104753,1O4dGIPUXUanseRdv4fNzw,Alejandro Sanz;Camila Cabello,#ELDISCO,Mi Persona Favorita,62,239972,False,0.582,0.659,8,-7.511,1,0.114,0.543,0.0,0.0656,0.583,155.957,4,spanish
8088,8088,3AXWBC3J6CiYXohrN2dRiZ,Ella Fitzgerald,Spooky Scary Season,Ding-Dong! The Witch Is Dead,0,197573,False,0.626,0.248,11,-12.898,0,0.061,0.827,0.0,0.0965,0.639,80.542,4,blues
93990,93990,4OZ0N1ghFG20YZlUnZOfLu,Nikolay Erdenko,"Romansy Rossii, Chast’ 1","Gori, gori, moja zvezda",0,238335,False,0.473,0.418,7,-12.923,0,0.0388,0.74,3.63e-05,0.234,0.131,129.559,4,romance
9437,9437,6M1mIjeq2kNvT8F2dHNugk,Marcos Antônio,Eterno Dependente,Pai,47,330804,False,0.655,0.574,6,-7.261,0,0.031,0.327,0.0,0.366,0.577,117.048,4,brazil
79965,79965,0SpK2s8gJnetHIuzSBqgta,Lupe Sinsonte,Donde Nadas,Donde Nadas,53,141941,False,0.323,0.0323,2,-26.851,1,0.0376,0.995,0.934,0.089,0.196,98.443,1,piano
25607,25607,7Kszjzps0xbQXyo1pO4KfE,CHIC,C'est Chic (2018 Remaster),Le Freak - 2018 Remaster,66,331360,False,0.91,0.641,7,-11.316,1,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,4,disco
25968,25968,311Aew4xQ5ApPO1HUIJYwz,Ikke Hüftgold,Dicke Hits und Kartoffelsalat aus dem Märchenland,Huuh,29,167487,True,0.509,0.964,1,-2.802,1,0.227,0.0387,0.0177,0.347,0.669,136.211,4,disco
16172,16172,5hEdBoHMDEpXUKAhSi1kCB,Wiener Philharmoniker;Claudio Abbado,Pumpkin Patch Hits,"21 Hungarian Dances, WoO 1: No. 5 in G Minor: Allegro",0,139266,False,0.365,0.196,3,-14.108,1,0.0349,0.904,0.968,0.0831,0.588,77.88,4,classical
113549,113549,60iVN2c4KpoB9teVSBzmzt,Reiki Armonía;Paz Interior,"Musica para Reiki con Campanillas, Sonidos de la Naturaleza y Musica Relajante",Sonido Del Viento - Música de Fondo para Masajes Sensuales (Música de Spa),27,224000,False,0.308,0.653,6,-19.75,0,0.409,0.883,0.805,0.556,0.0377,97.168,1,world-music
48763,48763,4gCAUYfksD0L6iiojpQtEa,Circa Survive,Violent Waves,Sharp Practice,30,250426,False,0.384,0.938,1,-5.678,1,0.0636,6.29e-06,0.131,0.339,0.291,160.009,4,hardcore
78687,78687,0RQut91qxjex5JB6RrkJab,Ina Colada,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,Wer nicht springt der muss bezahlen,0,213902,False,0.577,0.995,1,-1.934,1,0.0856,0.225,0.0,0.388,0.795,74.996,4,party
73889,73889,33CkjUEwsiNTunPEyIcxT1,DJ Hell;Klaus Nomi,Cold Song 2013,Cold Song 2013 - DJ Hell Remix,17,484167,False,0.66,0.806,1,-8.643,1,0.043,0.0226,0.268,0.11,0.0398,117.008,4,minimal-techno
14660,14660,46o19o8yQHxnnjROdgoLxW,WowKidz,50 Top Hindi Nursery Rhymes,Dakiya,20,54984,False,0.959,0.564,7,-7.113,1,0.298,0.526,0.0,0.27,0.63,110.014,4,children
88574,88574,4tS4bHAZvTJdEl3jFoX08z,Alejo;Feid;ROBI,Reggaeton Mix Perreito,Pantysito,0,240413,True,0.83,0.739,7,-5.395,0,0.0627,0.136,2.11e-06,0.162,0.631,97.993,4,reggae
99533,99533,3nEzYBBijcwanwIopweEgv,Sara Kays,Human - Best Adult Pop Tunes,When You Look at Me,0,170375,False,0.641,0.293,2,-10.711,1,0.0291,0.836,0.0,0.217,0.373,129.849,4,singer-songwriter
16191,16191,1APMLD7JwHPdiWFObXKqXP,Pyotr Ilyich Tchaikovsky;Berliner Philharmoniker;Mstislav Rostropovich,Classical Christmas,"The Nutcracker (Suite), Op. 71a, TH. 35: IIf. Dance of the Reed-Pipes (Mirlitons)",0,155000,False,0.45,0.0485,2,-31.079,1,0.038,0.972,0.911,0.172,0.316,126.978,4,classical
8526,8526,0QIl44u6TbQQwwLPh9KekA,T.K. Soul,Southern Soul Royalty,I Wanna Hold My Baby,37,237010,False,0.667,0.451,1,-6.374,1,0.0529,0.602,0.000261,0.0994,0.657,78.038,4,blues
91874,91874,2YDI2Irzquyw8H8ztLC2ql,Counting Crows,Rock n Roll Christmas,A Long December,0,297293,False,0.403,0.59,5,-5.941,1,0.0284,0.508,0.00548,0.272,0.393,141.649,4,rock
52344,52344,3E5ggSN7XebKQitzsP4BG4,Hank Williams,The Complete Hank Williams,Everything's Okay,15,169466,False,0.558,0.375,7,-13.613,1,0.156,0.816,0.0,0.0894,0.885,74.028,4,honky-tonk
100493,100493,52Q094p6JIrBwIcjaxY8oo,Last Call,Sånger från Skamvrån,Ta mig hem till Skåne,35,176866,False,0.757,0.518,4,-8.234,1,0.0434,0.779,0.0,0.0658,0.961,109.479,4,ska
48994,48994,6VyvkeIriQxJOCOdnIOxNl,Los Prisioneros,"Ni Por La Razón, Ni Por La Fuerza (Edición Especial)",Las Sierras Eléctricas,31,261306,False,0.773,0.65,7,-11.017,1,0.112,0.0704,8.34e-05,0.648,0.607,127.594,4,hardcore
87635,87635,1l75b5q10NeaBkyMy18R5N,Jota Quest,Acústico Jota Quest,As Dores do Mundo - Acústico,42,305701,False,0.609,0.73,0,-9.474,1,0.0581,0.384,0.000489,0.694,0.509,105.163,4,r-n-b
112974,112974,3r9hUxZWewrsJuIgoNkw44,Bağzıları,Gece Lambası,Leyla,37,238411,False,0.578,0.492,1,-8.247,0,0.0267,0.262,3.74e-06,0.545,0.45,169.969,4,turkish
74301,74301,3ow8EuQfDHGThJ7ALXPgIl,Caetano Veloso,Outras Palavras,Lua E Estrela,44,211240,False,0.59,0.175,0,-17.19,1,0.0326,0.889,7.69e-05,0.103,0.294,85.866,4,mpb
102220,102220,4Q66chx9WzqWcLItXoZ5r4,Hozier,Hozier,Cherry Wine - Live,67,240147,False,0.418,0.111,1,-14.848,1,0.0389,0.953,0.00342,0.0982,0.228,82.508,4,songwriter
79815,79815,3pWpN8zvwf9rBHEgajjgsJ,Ingrid Olsson,Apologize (Piano Arrangement),Apologize - Piano Arrangement,40,216600,False,0.614,0.0502,3,-23.896,1,0.0603,0.995,0.956,0.101,0.123,99.901,4,piano
86367,86367,5jzma6gCzYtKB1DbEwFZKH,The Clash,London Calling (Remastered),London Calling - Remastered,73,200480,False,0.651,0.801,0,-7.34,1,0.0514,0.123,0.0,0.0825,0.776,133.769,4,punk
47788,47788,1dD7RkF894ngdyklb62CpU,Charlie Brown Jr.,Música Popular Caiçara: Edição Luxo (Ao Vivo),Só os loucos sabem - Ao Vivo,36,191424,False,0.467,0.894,7,-4.712,1,0.0378,0.0123,0.00622,0.888,0.426,104.233,4,hard-rock
30207,30207,3MEYFivt6bilQ9q9mFWZ4g,Marshmello,Alone,Alone,73,273802,False,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,4,edm
24431,24431,04UXW6Ms6KxgGhILbOcYLg,Theo Parrish,That Day / How I Feel,That Day - Original,8,570000,False,0.866,0.25,10,-21.055,0,0.0923,0.00209,0.911,0.115,0.306,110.918,4,detroit-techno
37709,37709,2dbA4sPwu3iK72c0mA6907,Red Hot Chili Peppers,Return of the Dream Canteen,Bella,66,291346,False,0.492,0.815,7,-5.499,0,0.0487,0.00643,2e-05,0.0875,0.812,171.379,4,funk
95097,95097,5cHafbsy3vSi9ZQmzbcVxR,Andy Montañez,Salsa x siempre,Casi Te Envidio,0,320520,False,0.556,0.715,7,-5.868,1,0.0733,0.46,0.0,0.0951,0.866,92.044,4,salsa
15215,15215,3UnfOb5hmnf4KF7NIgAj9a,Larissa Lambert,Weak,Weak,67,159375,False,0.617,0.451,7,-9.323,1,0.0584,0.627,0.0,0.267,0.487,127.923,4,chill
112513,112513,03u0SQvzUKRcIv7mHA3X1M,Kargo,Gelecekle Randevum Var,Kehribar,41,212323,False,0.581,0.428,7,-10.857,0,0.0254,0.374,0.00278,0.0672,0.677,88.08,4,turkish
41347,41347,3HCySjoN69jKLwo2dcV3gL,Honky Tonk Hustlas,South of Nashville,Never Gonna Quit,25,133480,True,0.568,0.911,9,-5.423,1,0.0428,0.251,1.74e-05,0.296,0.965,147.975,4,goth
57217,57217,1SPRmWXXsYC873W0owPzDw,Cavetown,New Pop Classics,Grocery Store,2,134956,False,0.577,0.555,8,-8.228,1,0.0352,0.583,6.59e-05,0.105,0.437,132.336,4,indie
95426,95426,1Cx5tsliVtAZRqh4e7l82t,Yuri Buenaventura,La navidad es todo aquello que nos hace recordar...,Salsa Dura,0,219906,False,0.815,0.815,7,-5.334,1,0.0431,0.721,0.0107,0.0407,0.883,100.057,4,salsa
32108,32108,7mxpWt3f6U2lG0uzlimbKG,Izzamuzzic,Adventure,Adventure - Original Mix,55,319225,False,0.601,0.55,7,-10.026,1,0.213,0.0818,0.00228,0.105,0.125,100.083,4,electronic
105430,105430,12C8D6jNLtxBd2zjy1Wgg0,Nathan Kawanishi,Nostalgia,Midnight Ramen,32,93203,False,0.785,0.187,1,-15.433,1,0.0713,0.942,0.948,0.109,0.516,144.292,4,study
35825,35825,5sVU49Q07asYFhok358Ias,Edson Lima e Gatinha Manhosa,Edson Lima & Gatinha Manhosa - As 20 +,Adeus Nunca Mais,38,246413,False,0.626,0.675,4,-7.629,1,0.0379,0.506,0.0,0.217,0.539,100.031,4,forro
71497,71497,579dIsL1u8C60C4o1BD5Bp,Testament,Groove Metal Roots & Branches,Hail Mary,0,212733,False,0.38,0.935,1,-7.061,1,0.0595,6.45e-06,0.197,0.111,0.529,109.096,4,metal
96838,96838,0pSVqX5mjgSA7bwSgAS6bM,Vou pro Sereno,A Força do Nosso Som (Ao Vivo),Jura pra Mim / Volta de Vez pra Mim / Abuso de Poder - Ao Vivo,37,300121,False,0.541,0.789,7,-8.873,1,0.0423,0.662,7.73e-06,0.908,0.789,95.828,4,samba
91413,91413,5h2KtePTFGLYjtNTy0cQ4c,Juanes,Pop x siempre,Esto No Acaba,0,161880,False,0.77,0.657,0,-7.658,1,0.0386,0.4,5.89e-05,0.29,0.846,92.008,4,rock
50668,50668,2cwPzt8Bi9w44yBbtmg0m6,Stam1na,Novus Ordo Mundi,Kriittinen massa,21,321475,False,0.0867,0.958,7,-7.146,1,0.0604,9.64e-06,0.0864,0.314,0.086,197.95,4,heavy-metal
5121,5121,0f0qeeE4JTRQpjj4fLUqsa,Shiki-TMNS;Hentai Dude,Senpai (feat. Hentai Dude),Senpai (feat. Hentai Dude),60,172564,True,0.749,0.782,6,-9.589,0,0.176,0.192,0.0,0.632,0.61,83.504,4,anime
82973,82973,4OfE7tj2tVdSR1AfgJmshm,Smoking Popes,Born To Quit,Midnight Moon,20,131373,False,0.431,0.741,9,-6.158,1,0.0315,0.0742,0.00146,0.27,0.516,133.011,4,power-pop
95461,95461,0AgZ7bmFHY7lW38SxO00zm,Servando & Florentino,En Tu Cuarto,Estás Hecha Para Mi,31,341462,False,0.6,0.417,9,-13.328,1,0.185,0.262,0.0,0.645,0.618,98.189,4,salsa
47764,47764,2j0zExWFB0PowLOeoZosjK,AC/DC,Highway to Hell,Touch Too Much,63,266266,False,0.524,0.906,7,-4.301,1,0.0963,0.037,3.64e-05,0.309,0.605,123.1,4,hard-rock
85438,85438,108gqwxYtKZWnluI3YdnY2,Chingadazo de Kung Fu,Me Pongo Hasta la Madre Porque Estoy Hasta la Madre,No Te Voy a Regresar Tu Apple Tv,40,215858,False,0.596,0.943,4,-1.729,0,0.0401,0.0022,0.00386,0.149,0.708,95.011,4,punk-rock
74861,74861,24RJabXKNyv7wBDfnGXjPl,Terno Rei,Violeta,Estava Ali,40,163000,False,0.561,0.523,2,-9.023,1,0.032,0.34,0.00844,0.155,0.372,138.019,4,mpb
90061,90061,4IM0eSvgcbFwuwMx0iYOUu,Paul Anka;Odia Coates,Best 70s Rock Tunes,I Don't Like To Sleep Alone,0,198826,False,0.471,0.557,10,-9.696,1,0.0277,0.413,7.61e-06,0.267,0.26,127.164,4,rock-n-roll
22317,22317,0ftQHCFyMVXCjiwocMJNzi,Whitechapel,Brimstone,Brimstone,25,205247,False,0.381,0.968,2,-4.341,1,0.0951,4.05e-05,0.13,0.375,0.346,170.227,4,death-metal
77547,77547,0GVEA5SgKnss0hlWtBicE1,Thiaguinho,Meu Nome É Thiago André (Ao Vivo),Volta Pra Mim - Ao Vivo,45,239741,False,0.556,0.603,0,-7.801,1,0.0424,0.648,0.0,0.947,0.337,148.01,4,pagode
113456,113456,2ZUEopklc3lUm4OXUPB6WS,Bethel Music;Brandon Lake,Too Good To Not Believe (Live),Too Good To Not Believe - Live,54,633462,False,0.355,0.734,0,-8.221,1,0.0509,0.00177,0.0,0.0965,0.237,143.964,4,world-music
17372,17372,6wv6Knl7cmtWcJTYgY4x8D,DJ Taj;DJ Sliink;Big O,Best Friend Anthem,Best Friend Anthem,19,142633,True,0.946,0.93,1,-3.173,1,0.185,0.111,0.0,0.0906,0.616,138.047,4,club
59098,59098,65Z3SDxxPB3BSIlomBMbzk,Alphaxone;Onasander;protoU,Shadows of Forgotten Legends,Thoughts of Ancient Gods,9,678265,False,0.169,0.181,0,-24.002,1,0.0459,0.32,0.856,0.0997,0.032,115.982,4,iranian
44789,44789,6Q2R6ZvhHui2QbHCFv3dUE,Caroline's Spine,Attention Please,Attention Please,25,186226,False,0.568,0.981,8,-3.526,1,0.0952,0.00143,1.55e-05,0.402,0.283,129.862,4,grunge
30381,30381,5K6Ssv4Z3zRvxt0P6EKUAP,Galantis;David Guetta;Little Mix,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),79,183725,False,0.595,0.784,1,-4.878,1,0.102,0.216,0.0,0.0608,0.479,124.111,4,edm
109451,109451,71X3gFOEhD0GpttlQSc1gr,Fritz Kalkbrenner;Ben Böhmer,True Colours,Where The Roads Collide,17,294666,False,0.643,0.676,7,-9.708,0,0.0341,0.194,0.81,0.105,0.142,120.0,4,techno
46303,46303,6RDMTjgTTOJaPllcUWV8al,Evil Activities,Evilution,No Place To Hide,21,340986,False,0.458,0.94,10,-4.533,0,0.0894,0.0243,0.0377,0.226,0.181,164.981,4,happy
56823,56823,0z29wv0x2IXrpWxNgICET7,Orla Gartland,Why Am I Like This?,Why Am I Like This?,65,212713,False,0.63,0.423,2,-7.705,1,0.0318,0.507,2.24e-06,0.219,0.319,90.019,4,indie-pop
8854,8854,6rO4q60h6NpNRDXMaRqvRN,The Phantoms;7kingZ,VI,Rampage,30,186153,False,0.707,0.903,5,-4.414,0,0.0559,0.00257,2.19e-05,0.299,0.55,129.957,4,blues
49384,49384,1GcoGZmIROEGjZFsdqzu1c,Ncrypta;Scarra,Reprogram,Reprogram,25,204374,False,0.498,0.974,1,-3.839,1,0.334,0.00216,2.75e-05,0.381,0.159,159.833,4,hardstyle
112767,112767,5rY3r2uYoHPswDaoQT0mmL,Kalben,Kaybolmuş,Kaybolmuş,39,338831,False,0.534,0.669,7,-9.534,1,0.0442,0.323,0.034,0.223,0.386,86.968,4,turkish
25816,25816,6mdCLbrYwN7h3A5N9O05g9,Bagno,Parkiet,Parkiet,30,138631,False,0.852,0.751,11,-6.506,0,0.264,0.102,0.0,0.29,0.944,145.107,4,disco
92923,92923,7qdPnRNw3pBcUw14IgUOE7,Eduardo Araujo,Bis - Jovem Guarda,No Rancho Fundo,23,178866,False,0.414,0.633,4,-11.174,1,0.0525,0.219,7.55e-05,0.125,0.527,146.458,4,rockabilly
25560,25560,3fdXEMBTjHNJ5Bug5c7rZi,Adriatique;Mathame;Tale Of Us,Nude Remixes,Mystery - Tale Of Us & Mathame Remix,50,424431,False,0.728,0.579,5,-9.778,0,0.0525,0.017,0.682,0.0654,0.0367,124.005,4,disco
